,Unnamed: 0,Date_Published,Locality,Type_of_Property,Price
699,699,January,ŻEJTUN,maisonette,180000
700,700,January,ŻEJTUN,house of character of character,190000
701,701,January,ŻEJTUN,maisonette,120000
702,702,January,ŻEJTUN,apartment,95000
703,703,January,ŻEJTUN,character,395000
704,704,January,ŻEJTUN,house of character of character,285000
705,705,January,ŻEJTUN,apartment,91000
706,706,January,ŻEJTUN,maisonette,196000
707,707,January,ŻEJTUN,apartment,142000
708,708,January,ŻEJTUN,character,149000
709,709,January,ŻEJTUN,maisonette,139000
710,710,January,ŻEJTUN,apartment,95000
711,711,January,ŻEJTUN,townhouse,255000
712,712,January,ŻEJTUN,character,100000
713,713,January,ŻEJTUN,farmhouse,490000
714,714,January,ŻEJTUN,farmhouse,850000
715,715,January,ŻONQOR,maisonette,235000
716,716,January,ŻURRIEQ,maisonette,185000
717,717,January,ŻURRIEQ,maisonette,190000
718,718,January,ŻURRIEQ,maisonette,270000
719,719,January,ŻURRIEQ,apartment,115000
720,720,January,ŻURRIEQ,plot,395000
721,721,January,ŻURRIEQ,apartment,196000
722,722,January,ŻURRIEQ,house of character of character,520000
723,723,January,ST JULIANS,penthouse,215000
724,724,January,PENDER,apartment,695000
725,725,January,VALLETTA,apartment,645000
726,726,January,VALLETTA,character,1888000
727,727,January,GĦARGĦUR,apartment,197000
728,728,January,ST JULIANS,apartment,340000
729,729,January,MARSACALA,apartment,289000
730,730,January,MARSAXLOKK,penthouse,360000
731,731,January,SLIEMA,apartment,535000
732,732,January,ST JULIANS,penthouse,215000
733,733,January,SWIEQI,penthouse,268000
734,734,January,ATTARD,apartment,234000
735,735,January,ATTARD,villa,545000
736,736,January,ATTARD,character,340000
737,737,January,ATTARD,townhouse,900000
738,738,January,ATTARD,apartment,245000
739,739,January,ATTARD,maisonette,345000
740,740,January,ATTARD,character,1800000
741,741,January,ATTARD,apartment,198000
742,742,January,ATTARD,character,522000
743,743,January,ATTARD,character,140000
744,744,January,ATTARD,penthouse,230000
745,745,January,ATTARD,maisonette,380000
746,746,January,ATTARD,villa,750000
747,747,January,ATTARD,villa,460000
748,748,January,ATTARD,apartment,235000
749,749,January,ATTARD,penthouse,230000
750,750,January,BAĦAR IĊ-ĊAGĦAQ,apartment,255000
751,751,January,BAĦAR IĊ-ĊAGĦAQ,house of character of character,410000
752,752,January,BAĦAR IĊ-ĊAGĦAQ,house of character of character,410000
753,753,January,BAĦRIJA,penthouse,220000
754,754,January,BAĦRIJA,apartment,196000
755,755,January,BALZAN,townhouse,244900
756,756,January,BALZAN,townhouse,245000
757,757,January,BALZAN,character,460000
758,758,January,BALZAN,villa,600000
759,759,January,BALZAN,maisonette,265000
760,760,January,BALZAN,character,430000
761,761,January,BALZAN,maisonette,319000
762,762,January,BALZAN,townhouse,244900
763,763,January,BIRKIRKARA,apartment,165000
764,764,January,BIRKIRKARA,maisonette,300000
765,765,January,BIRKIRKARA,penthouse,165000
766,766,January,BIRKIRKARA,character,189900
767,767,January,BIRKIRKARA,maisonette,301000
768,768,January,BIRKIRKARA,maisonette,320000
769,769,January,BIRKIRKARA,penthouse,170000
770,770,January,BIRKIRKARA,apartment,100000
771,771,January,BIRKIRKARA,villa,495000
772,772,January,BIRKIRKARA,townhouse,580000
773,773,January,BIRKIRKARA,townhouse,195000
774,774,January,BIRŻEBBUĠA,maisonette,269000
775,775,January,BIRŻEBBUĠA,apartment,125000
776,776,January,BUĠIBBA,apartment,198000
777,777,January,BUĠIBBA,maisonette,130000
778,778,January,BUĠIBBA,apartment,275000
779,779,January,BUĠIBBA,maisonette,123000
780,780,January,BURMARRAD,maisonette,325000
781,781,January,BURMARRAD,maisonette,325000
782,782,January,COSPICUA,maisonette,95000
783,783,January,COSPICUA,townhouse,199000
784,784,January,COSPICUA,house of character of character,220000
785,785,January,COSPICUA,townhouse,138000
786,786,January,COSPICUA,character,220000
787,787,January,COSPICUA,townhouse,220000
788,788,January,FGURA,house of character of character,355000
789,789,January,FGURA,apartment,105000
790,790,January,FGURA,penthouse,135000
791,791,January,FGURA,apartment,99000
792,792,January,FGURA,penthouse,160000
793,793,January,FGURA,apartment,75000
794,794,January,FGURA,penthouse,153000
795,795,January,FGURA,apartment,92000
796,796,January,FGURA,apartment,135000
797,797,January,FGURA,penthouse,176000
798,798,January,FGURA,apartment,150000
799,799,January,FLORIANA,maisonette,265000
800,800,January,FLORIANA,maisonette,240000
801,801,January,FLORIANA,townhouse,650000
802,802,January,FLORIANA,maisonette,185000
803,803,January,G,apartment,60000
804,804,January,GĦARGĦUR,maisonette,375000
805,805,January,GĦARGĦUR,apartment,245000
806,806,January,GĦARGĦUR,maisonette,240000
807,807,January,GĦARGĦUR,apartment,197000
808,808,January,GĦARGĦUR,maisonette,375000
809,809,January,GĦARGĦUR,maisonette,186000
810,810,January,GĦARGĦUR,townhouse,505000
811,811,January,GĦARGĦUR,apartment,250000
812,812,January,GĦARGĦUR,apartment,185000
813,813,January,GĦAXAQ,character,325000
814,814,January,GOZO GĦAJNSIELEM,apartment,130000
815,815,January,GOZO GĦAJNSIELEM,penthouse,213000
816,816,January,GOZO GĦARB,apartment,99000
817,817,January,GOZO GĦASRI,villa,625000
818,818,January,GOZO GĦASRI,apartment,85000
819,819,January,GOZO GĦASRI,apartment,155000
820,820,January,GOZO GĦASRI,penthouse,185000
821,821,January,GOZO MARSALFORN,penthouse,161000
822,822,January,GOZO MARSALFORN,apartment,98000
823,823,January,GOZO MARSALFORN,apartment,135000
824,824,January,GOZO NADUR,penthouse,175900
825,825,January,GOZO NADUR,house of character of character,195000
826,826,January,GOZO NADUR,house of character of character,335000
827,827,January,GOZO NADUR,apartment,106000
828,828,January,GOZO QALA,apartment,72000
829,829,January,GOZO QALA,character,295000
830,830,January,GOZO SANNAT,house of character of character,220000
831,831,January,GOZO XAGĦRA,apartment,95000
832,832,January,GOZO XAGĦRA,house of character of character,225000
833,833,January,GOZO XAGĦRA,penthouse,115000
834,834,January,GUARDAMANGIA,stores,225000
835,835,January,GUARDAMANGIA,house of character of character,350000
836,836,January,GUARDAMANGIA,penthouse,230000
837,837,January,GUARDAMANGIA,apartment,99000
838,838,January,GUDJA,maisonette,187000
839,839,January,GUDJA,house of character of character,360000
840,840,January,GŻIRA,apartment,190000
841,841,January,GŻIRA,apartment,239000
842,842,January,GŻIRA,apartment,190000
843,843,January,GŻIRA,apartment,155000
844,844,January,GŻIRA,apartment,190000
845,845,January,GŻIRA,apartment,220000
846,846,January,GŻIRA,apartment,225000
847,847,January,GŻIRA,apartment,195000
848,848,January,GŻIRA,maisonette,185000
850,850,January,GŻIRA,apartment,207000
851,851,January,ĦAMRUN,maisonette,180000
852,852,January,IKLIN,villa,600000
853,853,January,IKLIN,villa,1100
854,854,January,IKLIN,villa,1150000
855,855,January,IKLIN,villa,550000
856,856,January,IKLIN,house of character of character,475000
857,857,January,IKLIN,maisonette,355000
858,858,January,KALKARA,penthouse,250000
859,859,January,KALKARA,house of character of character,319000
860,860,January,KALKARA,apartment,160000
861,861,January,KALKARA,penthouse,738000
862,862,January,KALKARA,penthouse,265000
863,863,January,KAPPARA,apartment,205000
864,864,January,KAPPARA,apartment,190000
865,865,January,KAPPARA,apartment,199500
866,866,January,LIJA,apartment,255000
867,867,January,LIJA,townhouse,330000
868,868,January,LIJA,apartment,170000
869,869,January,LIJA,townhouse,265000
870,870,January,LUQA,character,360000
871,871,January,MADLIENA,maisonette,360000
872,872,January,MANIKATA,apartment,198000
873,873,January,MARSA,apartment,85000
874,874,January,MARSASCALA,apartment,289000
875,875,January,MARSASCALA,apartment,129000
876,876,January,MARSASCALA,apartment,165000
877,877,January,MARSASCALA,apartment,160000
878,878,January,MARSASCALA,maisonette,165000
879,879,January,MARSASCALA,maisonettes,105000
880,880,January,MARSASCALA,apartment,125000
881,881,January,MARSASCALA,apartment,150000
882,882,January,MARSASCALA,apartment,129000
883,883,January,MARSASCALA,penthouse,350000
884,884,January,MARSASCALA,maisonette,234000
885,885,January,MARSASCALA,apartment,125000
886,886,January,MARSASCALA,apartment,218000
887,887,January,MARSASCALA,apartment,159450
888,888,January,MARSASCALA,maisonette,350000
889,889,January,MARSASCALA,apartment,195000
890,890,January,MARSASCALA,apartment,156000
891,891,January,MARSASCALA,maisonette,256000
892,892,January,MARSASCALA,maisonettes,105000
893,893,January,MARSASCALA,penthouse,310000
894,894,January,MARSASCALA,penthouse,225000
895,895,January,MARSASCALA,maisonette,250000
896,896,January,MARSASCALA,apartment,125000
897,897,January,MARSASCALA,apartment,244500
898,898,January,MARSASCALA,maisonette,170000
899,899,January,MARSASCALA,penthouse,245000
900,900,January,MARSASCALA,apartment,115000
901,901,January,MARSASCALA,penthouse,290000
902,902,January,MARSAXLOKK,house of character of character,447000
903,903,January,MARSAXLOKK,apartment,130000
904,904,January,MARSAXLOKK,apartment,159000
905,905,January,MARSAXLOKK,apartment,122000
906,906,January,MDINA,townhouse,465000
907,907,January,MELLIEĦA,house of character of character,407000
908,908,January,MELLIEĦA,bungalow,1175000
909,909,January,MELLIEĦA,apartment,175000
910,910,January,MELLIEĦA,townhouse,320000
911,911,January,MELLIEĦA,maisonette,260000
912,912,January,MELLIEĦA,bungalow,1010000
913,913,January,MELLIEĦA,maisonette,145000
914,914,January,MELLIEĦA,apartment,280000
915,915,January,MELLIEĦA,penthouse,430000
916,916,January,MELLIEĦA,penthouse,425000
917,917,January,MELLIEĦA,penthouse,138000
918,918,January,MELLIEĦA,apartment,148000
919,919,January,MELLIEĦA,apartment,150000
920,920,January,MELLIEĦA,maisonette,190000
921,921,January,MELLIEĦA,house of character of character,407000
922,922,January,MELLIEĦA,apartment,135000
923,923,January,MENSIJA,maisonette,611000
924,924,January,MENSIJA,villa,960000
925,925,January,MĠARR,penthouse,350000
926,926,January,MĠARR,apartment,245000
927,927,January,MĠARR,apartment,206500
928,928,January,MĠARR,apartment,158000
929,929,January,MĠARR,penthouse,265000
930,930,January,MĠARR,penthouse,265000
931,931,January,MĠARR,apartment,245000
932,932,January,MĠARR,apartment,139000
933,933,January,MĠARR,apartment,135000
934,934,January,MĠARR,penthouse,380000
935,935,January,MĠARR,villa,5700000
936,936,January,MONTEROSA,apartment,185000
937,937,January,MOSTA,warehouse,650000
938,938,January,MOSTA,penthouse,160000
939,939,January,MOSTA,apartment,230000
940,940,January,MOSTA,house of character of character,445000
941,941,January,MOSTA,apartment,160000
942,942,January,MOSTA,penthouse,310000
943,943,January,MOSTA,apartment,250000
944,944,January,MOSTA,farmhouse,286000
945,945,January,MOSTA,maisonette,200000
946,946,January,MOSTA,maisonette,265000
947,947,January,MOSTA,maisonette,180000
948,948,January,MOSTA,maisonette,287000
949,949,January,MOSTA,apartment,175000
950,950,January,MOSTA,apartment,145000
951,951,January,MOSTA,maisonette,165000
952,952,January,MOSTA,apartment,148000
953,953,January,MOSTA,character,199500
954,954,January,MOSTA,house of character of character,375000
955,955,January,MOSTA,penthouse,310000
956,956,January,MOSTA,house of character of character,435000
957,957,January,MOSTA,house of character of character,480000
958,958,January,MOSTA,apartment,175000
959,959,January,MOSTA,apartment,175000
960,960,January,MOSTA,apartment,225000
961,961,January,MSIDA,penthouse,180000
962,962,January,MSIDA,maisonette,195000
963,963,January,MSIDA,penthouse,285000
964,964,January,MSIDA,apartment,165000
965,965,January,MSIDA,maisonette,425000
966,966,January,MSIDA,apartment,1000000
967,967,January,MSIDA,apartment,115000
968,968,January,MSIDA,apartment,115000
969,969,January,MSIDA,apartment,188000
970,970,January,MSIDA,apartment,149000
971,971,January,MSIDA,apartment,115000
972,972,January,MTARFA,maisonette,198000
973,973,January,NAXXAR,plot,790000
974,974,January,NAXXAR,apartment,225000
975,975,January,NAXXAR,penthouse,315000
976,976,January,NAXXAR,character,267000
977,977,January,NAXXAR,maisonettes,164000
978,978,January,NAXXAR,character,320000
979,979,January,NAXXAR,character,230000
980,980,January,NAXXAR,apartment,185000
981,981,January,NAXXAR,apartment,176000
982,982,January,NAXXAR,apartment,185000
983,983,January,NAXXAR,character,890000
984,984,January,PAOLA,apartment,135000
985,985,January,PAOLA,apartment,105000
986,986,January,PAOLA,apartment,110000
987,987,January,PAOLA,maisonette,79000
988,988,January,PAOLA,penthouse,170000
989,989,January,PAOLA,house of character of character,271000
990,990,January,PAOLA,apartment,68000
991,991,January,PEMBROKE,maisonette,299000
992,992,January,PEMBROKE,house of character of character,553000
993,993,January,PENDER,apartment,535000
994,994,January,PENDER,apartment,620000
995,995,January,PIETÁ,apartment,175000
996,996,January,PIETÁ,townhouse,332000
997,997,January,PIETÁ,apartment,160000
998,998,January,PORTOMASO,apartment,1500000
999,999,January,PORTOMASO,apartment,879000
1000,1000,January,QAWRA,apartment,385000
1001,1001,January,QAWRA,apartment,165000
1002,1002,January,QAWRA,apartment,93000
1003,1003,January,QAWRA,apartment,90000
1004,1004,January,QAWRA,apartment,145000
1005,1005,January,QAWRA,apartment,140000
1006,1006,January,QAWRA,penthouse,290000
1007,1007,January,QAWRA,apartment,120000
1008,1008,January,QAWRA,apartment,120000
1009,1009,January,QAWRA,apartment,145000
1010,1010,January,QAWRA,apartment,400000
1011,1011,January,QAWRA,apartment,220000
1012,1012,January,QAWRA,apartment,950000
1013,1013,January,QAWRA,apartment,128000
1014,1014,January,QORMI,townhouse,150000
1015,1015,January,QORMI,character,155000
1016,1016,January,QORMI,apartment,138000
1017,1017,January,QORMI,maisonette,170000
1018,1018,January,QRENDI,apartment,106000
1019,1019,January,QRENDI,apartment,97000
1020,1020,January,QUI,apartment,535000
1021,1021,January,RABAT,farmhouse,725000
1022,1022,January,RABAT,villa,532000
1023,1023,January,RABAT,villa,530000
1024,1024,January,RABAT,villa,532000
1025,1025,January,RABAT,character,530000
1026,1026,January,RABAT,house of character of character,530000
1027,1027,January,RABAT,townhouse,360000
1028,1028,January,SAFI,apartment,127000
1029,1029,January,SAFI,apartment,105000
1030,1030,January,SAN ĠWANN,apartment,165000
1031,1031,January,SAN ĠWANN,maisonette,159500
1032,1032,January,SAN ĠWANN,maisonette,254000
1033,1033,January,SAN ĠWANN,maisonette,178000
1034,1034,January,SAN ĠWANN,apartment,138000
1035,1035,January,SAN ĠWANN,penthouse,170000
1036,1036,January,SAN ĠWANN,apartment,149000
1037,1037,January,SAN ĠWANN,house of character of character,425000
1038,1038,January,SAN ĠWANN,plot,318000
1039,1039,January,SAN ĠWANN,house of character of character,319000
1040,1040,January,SAN PAWL,apartment,350000
1041,1041,January,SENGLEA,apartment,85000
1042,1042,January,SIĠĠIEWI,townhouse,215000
1043,1043,January,SIĠĠIEWI,apartment,145000
1044,1044,January,SIĠĠIEWI,maisonette,240000
1045,1045,January,SLIEMA,apartment,320000
1046,1046,January,SLIEMA,apartment,450000
1047,1047,January,SLIEMA,apartment,291000
1048,1048,January,SLIEMA,maisonette,320000
1049,1049,January,SLIEMA,apartment,365000
1050,1050,January,SLIEMA,apartment,265000
1051,1051,January,SLIEMA,townhouse,475000
1052,1052,January,SLIEMA,apartment,240000
1053,1053,January,SLIEMA,maisonette,320000
1054,1054,January,SLIEMA,apartment,555000
1055,1055,January,SLIEMA,apartment,529900
1056,1056,January,SLIEMA,apartment,350000
1057,1057,January,SLIEMA,apartment,580000
1058,1058,January,SLIEMA,apartment,155000
1059,1059,January,SLIEMA,apartment,280000
1060,1060,January,SLIEMA,apartment,350000
1061,1061,January,SLIEMA,apartment,220000
