Date_Published,Locality,Type_of_Property,Price
April,GĦARGĦUR,apartment,och129000
April,GĦAXAQ,Farmhouse,995000
April,ĦAXAQ,penthouse,och97000
April,GOZO GĦARB,character,258000
April,GOZO GĦARB,Farmhouse,295000
April,GOZO GĦARB,character,975000
April,GOZO MARSALFORN,apartment,92000
April,GOZO MARSALFORN,penthouse,220000
April,GOZO MARSALFORN,,73000
April,GOZO MARSALFORN,apartment,
April,GOZO NADUR,house,250000
April,GOZO NADUR,house,695000
April,GOZO NADUR,,
April,GOZO NADUR,apartment,110000
April,GOZO NADUR,maisonette,225000
April,GOZO QALA,penthouse,245000
April,GOZO QALA,,
April,GOZO SAN,house,375000
April,GOZO VICTORIA,plot,
April,GOZO XAGĦRA,,
April,GOZO XAGĦRA,character,530000
April,GOZO XAGĦRA,farmhouse,325000
April,GOZO XAGĦRA,character,170000
April,GOZO XAGĦRA,character,420000
April,GOZO XAGĦRA,maisonette,98000
April,GOZO XLENDI,apartment,197000
April,GOZO ŻEBBUĠ,apartment,148000
April,GOZO ŻEBBUĠ,townhouse,255000
April,GOZO ŻEBBUĠ,apartments,218000
April,GOZO NADUR,maisonette,155000
April,GOZO Visit,,
April,GUDJA,apartments,105000
April,GUDJA,house,295000
April,GUDJA,apartments,88000
April,GŻIRA,maisonette,127500
April,GŻIRA,plot,530000
April,GŻIRA,apartment,210000
April,GŻIRA,apartment,158000
April,GŻIRA,apartment,106000
April,GŻIRA,apartment,och175000
April,GŻIRA,penthouse,218000
April,GŻIRA,apartment,145000
April,GŻIRA,apartment,135000
April,ĦAMRUN,apartment,95000
April,ĦAMRUN,townhouse,148000
April,IKLIN,maisonette,205000
April,IKLIN,apartment,170000
April,IKLIN,Plot,
April,IKLIN,,
April,IKLIN,apartment,190000
April,IKLIN,apartment,148000
April,KAPPARA,villa,650000
April,KAPPARA,villa,620000
April,KIRKOP,character,328000
April,KIRKOP,Penthouse,99000
April,LIJA,apartment,172000
April,LIJA,character,315000
April,LUQA,Penthouse,85000
April,LUQA,penthouse,195000
April,LUQA,,890000
April,MADLIENA,villa,940000
April,MADLIENA,apartment,250000
April,MADLIENA,Plot,545000
April,MADLIENA,villa,
April,MANIKATA,Apartment,150000
April,MANIKATA,Maisonette,315000
April,MANIKATA,house,310000
April,MARSASCALA,flat,98000
April,MARSASCALA,apartment,90000
April,MARSASCALA,maisonette,170000
April,MARSASCALA,bungalow,1115000
April,MARSASCALA,maisonette,135500
April,MARSASCALA,apartment,88000
April,MARSASCALA,Apartment,120000
April,MARSASCALA,maisonette,225000
April,MARSASCALA,maisonette,139000
April,MARSASCALA,apartment,125000
April,MARSASCALA,apartments,93700
April,MARSASCALA,maisonette,198000
April,MARSASCALA,maisonettes,100000
April,MARSASCALA,apartment,123500
April,MARSASCALA,maisonette,200000
April,MARSAXLOKK,maisonette,220000
April,MELLIEĦA,bungalow,690000
April,MELLIEĦA,Apartment,
April,MELLIEĦA,villa,860000
April,MELLIEĦA,apartment,164000
April,MELLIEĦA,house,365000
April,MELLIEĦA,maisonette,180000
April,MELLIEĦA,,20000
April,MELLIEĦA,maisonette,220000
April,MELLIEĦA,Maisonette,200000
April,MELLIEĦA,apartment,195000
April,MELLIEĦA,Penthouse,280000
April,MELLIEĦA,villa,480000
April,MELLIEĦA,house,488000
April,MELLIEĦA,house,39500
April,MELLIEĦA,house,249000
April,MELLIEĦA,apartment,148
April,MELLIEĦA,penthouse,120000
April,MELLIEĦA,apartment,198000
April,MELLIEĦA,,210
April,MĠARR,flat,120000
April,MĠARR,penthouse,190000
April,MĠARR,maisonette,199000
April,MĠARR,penthouse,och238500
April,MĠARR,apartment,158000
April,MĠARR,Penthouse,238000
April,MONTEROSA,plot,549000
April,MOSTA,house,319000
April,MOSTA,flat,680000
April,MOSTA,house,319000
April,MOSTA,maisonette,215000
April,MOSTA,Apartment,140000
April,MOSTA,apartment,125000
April,MOSTA,Bungalow,520000
April,MOSTA,apartment,142000
April,MOSTA,penthouse,225000
April,MOSTA,apartment,
April,MOSTA,character,
April,MOSTA,house,305000
April,MOSTA,character,217000
April,MOSTA,character,245000
April,MOSTA,Penthouse,470000
April,MOSTA,maisonette,220000
April,MOSTA,Maisonette,172000
April,MOSTA,Maisonette,155000
April,MOSTA,Apartment,140000
April,MOSTA,penthouse,235000
April,MOSTA,villa,och250000
April,MOSTA,maisonette,160000
April,MOSTA,penthouse,149000
April,MOSTA,Penthouse,170000
April,MOSTA,house,315000
April,MOSTA,house,148500
April,MOSTA,house,319000
April,MOSTA,house,319000
April,MOSTA,apartment,och115000
April,MOSTA,maisonette,155000
April,MOSTA,apartment,130000
April,MOSTA,character,239000
April,MOSTA,maisonette,
April,MOSTA,house,319000
April,MOSTA,,119000
April,MQABBA,house,326000
April,MQABBA,townhouse,325000
April,MSIDA,house,340000
April,MSIDA,apartments,99000
April,MSIDA,Apartment,100000
April,MSIDA,maisonettes,99000
April,MSIDA,apartment,115000
April,MSIDA,penthouse,110000
April,MSIDA,restaurant,
April,MSIDA,penthouse,248000
April,MSIDA,apartment,
April,MSIDA,apartment,165000
April,MSIDA,Townhouse,230000
April,MSIDA,penthouse,200000
April,MTARFA,house,350000
April,NAXXAR,character,714800
April,NAXXAR,Apartment,150000
April,NAXXAR,apartment,205000
April,NAXXAR,character,378000
April,NAXXAR,character,875000
April,NAXXAR,apartment,och115000
April,NAXXAR,character,360000
April,PACEVILLE,penthouse,210000
April,PACEVILLE,apartment,175000
April,PACEVILLE,flat,130000
April,PAOLA,maisonette,95000
April,PAOLA,house,270000
April,PAOLA,apartments,90000
April,PAOLA,apartments,65000
April,PAOLA,maisonette,75000
April,PAOLA,townhouse,680000
April,PAOLA,maisonette,95000
April,PIETÁ,apartment,136000
April,Phone,,
April,PORTOMASO,apartment,282000
April,PORTOMASO,apartment,
April,QAWRA,penthouse,185000
April,QAWRA,apartment,117000
April,QAWRA,Apartment,111200
April,QAWRA,Apartment,110000
April,QAWRA,Apartment,140000
April,QAWRA,Apartments,87000
April,QAWRA,apartment,och100000
April,QAWRA,apartment,och96000
April,QAWRA,maisonette,220000
April,QAWRA,apartment,och189000
April,QAWRA,apartment,76500
April,QAWRA,apartment,205000
April,QAWRA,Maisonette,100000
April,QAWRA,,75000
April,QAWRA,Penthouse,180000
April,QAWRA,penthouse,320
April,QAWRA,bungalow,
April,QAWRA,apartment,108900
April,QAWRA,apartment,217000
April,QORMI,,185000
April,QORMI,apartment,110000
April,QORMI,Maisonette,127000
April,QORMI,apartments,126000
April,QORMI,townhouse,96000
April,QRENDI,character,233000
April,RABAT,apartment,370000
April,RABAT,penthouse,150000
April,RABAT,apartment,170000
April,RABAT,character,385000
April,RABAT,character,270000
April,RABAT,character,270000
April,RABAT,character,200000
April,RABAT,character,200000
April,SAFI,apartment,110000
April,SALINA,apartments,
April,SALINA,Apartment,
April,SAN ĠWANN,maisonette,125000
April,SAN ĠWANN,Apartments,123000
April,SAN GWANN,house,
April,SAN ĠWANN,maisonette,107000
April,SAN ĠWANN,apartment,140000
April,SAN ĠWANN,Maisonette,118000
April,SAN ĠWANN,apartment,129000
April,SAN ĠWANN,apartment,och103000
April,SAN ĠWANN,,
April,SAN PAWL,villa,535000
April,SAN PAWL,Apartment,136000
April,SAN PAWL,,420000
April,SAN PAWL,maisonette,235000
April,SAN PAWL,Maisonette,233200
April,SIĠĠIEWI,house,125000
April,SIĠĠIEWI,apartment,127000
April,SIĠĠIEWI,house,375000
April,SLIEMA,penthouse,1500000
April,Phone,,
April,SLIEMA,apartment,298000
April,SLIEMA,apartment,640000
April,SLIEMA,penthouse,400000
April,SLIEMA,apartment,640000
April,SLIEMA,apartment,636000
April,SLIEMA,apartment,265000
April,SLIEMA,Penthouse,360000
April,SLIEMA,apartment,465000
April,SLIEMA,apartment,
April,SLIEMA,Apartment,450000
April,SLIEMA,Penthouse,420000
April,SLIEMA,apartment,249500
April,SLIEMA,apartment,200000
April,SLIEMA,apartment,250000
April,SLIEMA,Apartment,220000
April,SLIEMA,townhouse,450000
April,SLIEMA,apartment,
April,SLIEMA,house,380000
April,SLIEMA,penthouse,400000
April,SLIEMA,maisonette,260000
April,SLIEMA,townhouse,670000
April,SLIEMA,townhouse,495000
April,SLIEMA,townhouse,290000
April,SLIEMA,penthouse,250000
April,SLIEMA,apartment,170000
April,SLIEMA,penthouse,250000
April,SLIEMA,penthouse,
April,SLIEMA,apartment,760000
April,SLIEMA,townhouse,450000
April,SLIEMA,penthouse,330000
April,Phone,,
April,SLIEMA,apartment,276000
April,SLIEMA,apartment,145000
April,SLIEMA,apartment,695000
April,SLIEMA,penthouse,400000
April,SLIEMA,apartment,190000
April,SLIEMA,maisonette,101000
April,SLIEMA,apartment,745000
April,SLIEMA,penthouse,310000
April,SLIEMA,apartment,430000
April,SLIEMA,apartment,318500
April,SLIEMA,apartment,195000
April,SLIEMA,apartment,215000
April,SLIEMA,penthouse,415000
April,SLIEMA,apartment,198000
April,SLIEMA,penthouse,
April,ST JULIANS,bungalow,558000
April,ST JULIANS,apartment,230000
April,ST JULIANS,,188500
April,ST JULIANS,apartment,239000
April,ST JULIANS,apartment,120000
April,ST JULIANS,apartment,och150000
April,ST JULIANS,apartment,330000
April,ST JULIANS,apartments,400000
April,ST JULIANS,,28000
April,ST JULIANS,apartment,355000
April,ST JULIANS,,210000
April,ST JULIANS,apartment,285000
April,ST JULIANS,Penthouse,
April,ST JULIANS,apartment,425000
April,ST JULIANS,apartment,425000
April,ST JULIANS,penthouse,
April,ST JULIANS,,38000
April,ST PAUL,apartment,115000
April,ST PAUL,maisonette,165000
April,ST PAUL,apartment,160000
April,ST PAUL,penthouse,345000
April,ST PAUL,apartment,120000
April,ST PAUL,penthouse,215000
April,ST PAUL,flat,150000
April,ST PAUL,Penthouse,298000
April,ST PAUL,,244000
April,ST PAUL,apartment,110000
April,ST PAUL,penthouse,285000
April,ST PAUL,,25000
April,ST PAULS,apartment,140000
April,ST PAUL,apartments,
April,ST VENERA,apartment,105000
April,ST VENERA,penthouse,165000
April,ST VENERA,,40
April,ST VENERA,apartments,110000
April,ST VENERA,apartment,148000
April,ST VENERA,apartment,90000
April,STA LUĊIJA,house,250000
April,STA MARIA,bungalow,690000
April,SWATAR,apartment,143000
April,SWATAR,apartment,650
April,SWATAR,maisonette,209500
April,SWIEQI,villa,525000
April,SWIEQI,apartment,217000
April,SWIEQI,maisonette,250000
April,SWIEQI,villa,
April,SWIEQI,penthouse,340000
April,SWIEQI,Maisonette,145000
April,SWIEQI,villa,525000
April,SWIEQI,apartments,
April,SWIEQI,maisonette,239000
April,SWIEQI,apartment,245000
April,SWIEQI,maisonette,350000
April,SWIEQI,house,435000
April,SWIEQI,house,390000
April,SWIEQI,house,350000
April,SWIEQI,apartment,195000
April,SWIEQI,apartment,217000
April,TA,villa,
April,TA,apartment,962000
April,TA,apartment,170000
April,TA,apartment,250000
April,TA,apartment,810000
April,TA,apartments,220000
April,TAL IBRAĠ,Apartment,198000
April,TAL IBRAĠ,penthouse,375000
April,TAL IBRAĠ,farmhouse,
April,TAL IBRAĠ,apartment,163000
April,TAL IBRAĠ,apartment,298000
April,TAL IBRAĠ,Maisonette,235000
April,TAL IBRAĠ,apartment,268000
April,TAL IBRAĠ,Penthouse,320000
April,TAL IBRAĠ,villa,575000
April,TAL IBRAĠ,,230000
April,TAL IBRAĠ,bungalow,
April,TAL IBRAĠ,penthouse,345000
April,TARXIEN,maisonette,280000
April,TARXIEN,house,
April,TARXIEN,apartment,95500
April,TARXIEN,penthouse,95500
April,TARXIEN,maisonette,96000
April,TARXIEN,house,245000
April,TARXIEN,maisonette,170000
April,TARXIEN,house,125000
April,THE,villa,
April,TIGNÉ,penthouse,
April,TIGNÉ,apartment,
April,VALLETTA,apartment,75000
April,VALLETTA,,
April,VALLETTA,,180
April,VALLETTA,penthouse,690000
April,VALLETTA,penthouse,670000
April,VALLETTA,Maisonette,315000
April,VALLETTA,,950000
April,VALLETTA,restaurant,3000000
April,VALLETTA,apartment,295000
April,VALLETTA,apartment,130000
April,VALLETTA,townhouse,
April,VICTORIA,villa,
April,VITTORIOSA,townhouse,245000
April,XEMXIJA,penthouse,227000
April,XEMXIJA,apartment,355000
April,XEMXIJA,apartment,307500
April,XEMXIJA,maisonette,125000
April,XEMXIJA,penthouse,
April,XEMXIJA,apartment,348000
April,XEMXIJA,apartment,360000
April,XEMXIJA,apartment,
April,ŻABBAR,maisonette,225000
April,ZABBAR,apartment,106000
April,ŻABBAR,,70000
April,ŻABBAR,house,270000
April,ŻABBAR,Townhouse,233000
April,ŻEBBIEGĦ,apartment,134000
April,ŻEBBUĠ,,322000
April,ŻEBBUĠ,house,
April,ŻEBBUĠ,apartment,110000
April,ŻEBBUĠ,character,325000
April,ŻEBBUĠ,maisonette,380000
April,ŻEBBUĠ,apartment,102500
April,ŻEBBUĠ,apartment,149000
April,ŻEBBUĠ,character,750000
April,ŻEBBUĠ,Maisonette,225000
April,ŻEBBUĠ,Maisonette,
April,ŻEBBUĠ,Penthouse,220000
April,ŻEBBUĠ,Plot,
April,ŻEBBUĠ,villa,650000
April,ŻEBBUĠ,house,260000
April,ŻEBBUĠ,apartment,218000
April,ŻEBBUĠ,apartment,96000
April,ŻEJTUN,penthouse,175000
April,ŻEJTUN,penthouse,175000
April,ŻEJTUN,Townhouse,91000
April,ŻURRIEQ,,85000
April,ŻURRIEQ,Apartment,127500
April,ŻURRIEQ,apartment,181000
April,ŻURRIEQ,apartments,95000
April,ŻURRIEQ,character,255000
April,ŻURRIEQ,character,155000
April,ŻURRIEQ,maisonette,160000
April,ŻURRIEQ,house,310000
April,ŻURRIEQ,townhouse,150000
April,ATTARD,maisonette,130000
April,NAXXAR,clinic,120000
April,TAL IBRAĠ,,230000
April,XEMXIJA,apartment,123000
April,ŻURRIEQ,house,
April,BALZAN,apartment,147000
April,GOZO MUNXAR,apartment,149000
April,GOZO XAGĦRA,character,400000
April,MARSASCALA,apartment,175000
April,ST VENERA,Maisonette,95000
May,17,,
May,BAĦRIJA,villa,435000
May,CENTRALLY,maisonette,123000
May,GOZO QALA,maisonette,105000
May,MARSASCALA,apartment,174000
May,QAWRA,apartments,75000
May,SLIEMA,apartment,
May,ST PAUL,apartment,250000
May,ST THOMAS,penthouse,220000
May,ŻEBBUĠ,,70/sqm
May,BIRGUMA,penthouse,235000
May,NAXXAR,apartment,192000
May,SAN ĠWANN,apartment,150000
May,TAL IBRAĠ,apartments,
May,1,,
May,ATTARD,villa,163000
May,ATTARD,apartment,163000
May,ATTARD,apartment,145400
May,ATTARD,plot,450000
May,ATTARD,maisonette,170000
May,ATTARD,Bungalow,375000
May,ATTARD,maisonette,234000
May,ATTARD,maisonette,
May,ATTARD,maisonette,275000
May,ATTARD,Maisonette,135700
May,ATTARD,maisonette,128150
May,ATTARD,villa,645000
May,ATTARD,apartment,130000
May,ATTARD,bungalow,
May,BAĦAR IĊ-ĊAGĦAQ,maisonette,
May,BAĦAR IĊ-ĊAGĦAQ,maisonette,365000
May,BAĦAR IĊ-ĊAGĦAQ,villa,
May,BAĦAR IĊ-ĊAGĦAQ,maisonette,430000
May,BAĦRIJA,bungalow,900000
May,BAĦRIJA,Plot,450000
May,BAĦRIJA,apartment,121000
May,BALZAN,apartment,147000
May,BALZAN,townhouse,40000
May,BALZAN,villa,389000
May,BALZAN,apartments,175000
May,BALZAN,apartments,155000
May,BALZAN,apartment,
May,BALZAN,maisonette,239000
May,BALZAN,maisonette,157000
May,BALZAN,maisonette,
May,BIRGUMA,penthouse,229000
May,BIRKIRKARA,store,165000
May,BIRKIRKARA,penthouse,100000
May,BIRKIRKARA,maisonette,163000
May,BIRKIRKARA,maisonette,
May,BIRKIRKARA,apartment,166000
May,BIRKIRKARA,Apartment,126000
May,BIRKIRKARA,Apartments,79500
May,BIRKIRKARA,townhouse,200000
May,BIRKIRKARA,character,185000
May,BIRKIRKARA,house,80000
May,BIRKIRKARA,penthouse,93000
May,BIRKIRKARA,apartments,145000
May,BIRKIRKARA,maisonette,132000
May,BIRKIRKARA,character,382000
May,BIRKIRKARA,townhouse,250000
May,BIRKIRKARA,maisonette,
May,BIRKIRKARA,penthouse,108000
May,BIRŻEBBUĠA,apartments,72000
May,BIRŻEBBUĠA,apartment,155000
May,BIRŻEBBUĠA,house,320000
May,BIRŻEBBUĠA,farmhouse,517121
May,BIRŻEBBUĠA,townhouse,210000
May,BIRŻEBBUĠA,maisonette,93000
May,BIRŻEBBUĠA,house,210000
May,BUĠIBBA,apartment,125000
May,BUĠIBBA,apartment,88000
May,BUĠIBBA,,98000
May,BUĠIBBA,,59500
May,BUĠIBBA,apartment,79000
May,BUĠIBBA,apartment,92000
May,BUĠIBBA,,375000
May,BUĠIBBA,flat,110000
May,BUĠIBBA,flat,
May,BUĠIBBA,apartment,147500
May,BURMARRAD,penthouse,120000
May,COSPICUA,,280000
May,COSPICUA,Maisonette,75000
May,COSPICUA,apartment,99000
May,DINGLI,townhouse,260000
May,DINGLI,,185000
May,FGURA,apartment,110000
May,FGURA,apartments,105000
May,FGURA,penthouse,86000)
May,FGURA,apartments,63000
May,FGURA,apartment,115000
May,FGURA,house,200000
May,FGURA,Plot,230000
May,FGURA,house,212000
May,FGURA,penthouse,126000
May,FGURA,apartment,110000
May,FLORIANA,,69000
May,FORT,apartment,519000
May,FORT,apartment,518000
May,GĦARGĦUR,Bungalow,520000
May,GĦARGĦUR,maisonette,290000
May,GĦARGĦUR,,360000
May,GĦAXAQ,farmhouse,995000
May,GOZO GĦAJNSIELEM,,
May,GOZO GĦARB,Farmhouse,110000
May,GOZO MARSALFORN,apartment,70000
May,GOZO MARSALFORN,apartment,75000
May,GOZO MĠARR,maisonette,395000
May,GOZO NADUR,character,151500
May,GOZO QALA,penthouse,245000
May,GOZO QALA,apartment,86000
May,GOZO QALA,penthouse,126000
May,GOZO QALA,apartment,72000
May,GOZO QALA,apartment,132000
May,GOZO SANNAT,flat,130000
May,GOZO TA,maisonettes,79000
May,GOZO VICTORIA,flat,135000
May,GOZO VICTORIA,plot,175000
May,GOZO VICTORIA,apartment,145000
May,GOZO XAGĦRA,apartment,195000
May,GOZO XAGĦRA,house,350000
May,GOZO XAGĦRA,farmhouse,165000
May,GOZO XAGHRA,character,170000
May,GOZO XEWKIJA,maisonette,77000
May,GOZO XLENDI,,210000
May,GOZO XLENDI,apartment,197000
May,GOZO ŻEBBUĠ,apartments,218000
May,GOZO ŻEBBUĠ,apartment,169000
May,GOZO ŻEBBUĠ,townhouse,235000
May,GOZO ŻEBBUĠ,apartments,218000
May,GOZO ŻEBBUĠ,apartment,89000
May,GOZO Bargain,maisonette,79000
May,GUARDAMANGIA,,250000
May,GUARDAMANGIA,maisonette,
May,GUARDAMANGIA,Townhouse,240000
May,GUDJA,apartments,88000
May,GŻIRA,Penthouse,175000
May,GŻIRA,apartment,500
May,GŻIRA,apartment,175000
May,GŻIRA,Apartment,199000
May,GŻIRA,apartment,95000
May,GŻIRA,apartment,180000
May,GŻIRA,apartment,135000
May,GŻIRA,penthouse,399000
May,GŻIRA,apartment,120000
May,ĦAMRUN,penthouse,111000
May,IKLIN,maisonette,
May,IKLIN,,560000
May,IKLIN,apartment,190000
May,KALKARA,apartment,383000
May,KALKARA,terraced,185000
May,KAPPARA,house,335000
May,KAPPARA,maisonette,315000
May,KAPPARA,villa,590000
May,KAPPARA,villa,550000
May,KAPPARA,villa,580000
May,LIJA,character,
May,LIJA,character,325000
May,LIJA,maisonette,199000
May,LIJA,character,
May,LUQA,maisonette,165000
May,LUQA,apartment,104822
May,MADLIENA,villa,
May,MADLIENA,apartment,250000
May,MADLIENA,villa,1180000
May,MANIKATA,maisonette,315000
May,MANIKATA,villa,730000
May,MARSA,,675000
May,MARSA,Shop,125000
May,MARSASCALA,apartment,110000
May,MARSASCALA,Maisonettes,111000
May,MARSASCALA,apartment,90000
May,MARSASCALA,apartments,120000
May,MARSASCALA,apartment,98000
May,MARSASCALA,Maisonette,165000
May,MARSASCALA,apartment,197000
May,MARSASCALA,apartment,64000
May,MARSASCALA,maisonette,135500
May,MARSASCALA,maisonette,225000
May,MARSASCALA,,300000
May,MARSASCALA,flat,105000
May,MARSASCALA,penthouse,146000
May,MARSASCALA,penthouse,348500
May,MARSASCALA,,148000
May,MARSASCALA,bungalow,1700000
May,MARSASCALA,house,279000
May,MARSASCALA,house,281500
May,MARSASCALA,apartment,126500
May,MARSAXLOKK,maisonette,212000
May,MARSAXLOKK,maisonette,223000
May,MELLIEĦA,apartment,145000
May,MELLIEĦA,villa,580000
May,MELLIEĦA,villa,860000
May,MELLIEĦA,house,365000
May,MELLIEĦA,,860000
May,MELLIEĦA,apartment,120000
May,MELLIEĦA,Plot,
